ref,External ID,Name,City,Country,customer,supplier,Email,Fax,Is a Company,Mobile,Phone,Notes,State,Street,Street2,Zip,Account Payable,Account Receivable,Tags,Vendor Payment Terms
SS.546,vendor2595,West Ecclesia ( SLP ),,,FALSE,TRUE,,,,022-4265029,81329035403,,,Dulatif B6,,,,,,Net 30 Days
ZS.567,vendor2596,Mount Collection (Zoya),,,FALSE,TRUE,,,,,85223666610,,,Jl Kol Abdullah Saleh No 64 (Cicurug Ojo),,,,,,Immediate
ZS.568,vendor2597,Mount Collection (Mezora),,,FALSE,TRUE,,,,,85223666610,,,Jl. Kol Abdullah Saleh No 64 ( Cicirig Ojo),,,,,,Net 14 Days
VZY31,vendor2598,REVER (ZOYA),,,FALSE,TRUE,,,,8112341976,,,,KOMP.TKI 11 BLOK 3E NO 49 BANDUNG,,,,,,Net 14 Days
IMZR,vendor2599,Internal - MEZORA,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
VMZR31,vendor2600,REVER (MEZORA),,,FALSE,TRUE,,,,8112341976,,,,KOMP TKI 11 BLOCK 3E NO 49 BANDUNG,,,,,,Immediate
GV.017,vendor2601,Ali Tas (torch),,,FALSE,TRUE,,,,,85315704211,,,Jl Cidurian Utara,,,,,,After Delivery
LS 0010,vendor2602,PT. Won Button (La Grande),,,FALSE,TRUE,,,,,,,,"Komplek Taman Kopo Indah III Blok E16 No 29, Bandung Jl. Raya Narogong KM. 26 Desa Dayeuh, Cimanggung RT 04/RW 02 Kec. Cileungsi BOGOR 16820",,,,,,Net 14 Days
ZS.766,vendor2603,MEGA LESTARI (ZOYA JEANS),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
SS.547,vendor2604,CV. Nova Jaya Karya ( SLP ),,,FALSE,TRUE,,,,,0822-15523248,,,,,,,,,Net 75 Days
PB.043,vendor2605,PT. MITRA PERIANGAN PERSADA,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
GV.024,vendor2606,Asep Cileunyi (torch),,,FALSE,TRUE,,,,85320865811,85320865811,,,,,,,,,Net 14 Days
PB.007,vendor2607,PT. MASUYA GRAHA TRI KENCANA,,,FALSE,TRUE,,,,022-7567570,,,,Jl. Terusan Kiaracondong No.13,,,,,,Immediate
VMZR25,vendor2608,ADE NURDIN (MEZORA),,,FALSE,TRUE,,,,,,,,KOMP.BUKIT PERMATA KARSAMANIK BLOK C NO 38 RT 06 RW 16 CINUNUK BANDUNG,,,,,,Net 14 Days
ZS 459,vendor2609,AKEL TEXTILE PAZARLAMA (MEZORA),,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
VMZR26,vendor2610,YUSAK KRISTIONO ( ALI MEZORA ),,,FALSE,TRUE,,,,,,,,JL.CISARANTEUN KULON 3 NO 33B RT 06 RW 05 KEL CISARANTEUN KEC ARCAMANIK BANDUNG,,,,,,Net 14 Days
SPL-0000162,vendor2611,Kamil,,,FALSE,TRUE,,,,87803460,,,,Jl. Pagarsih No. 5A Bandung,,,,,,Net 14 Days
SPL-0000155,vendor2612,Syukron Ali (Bandung Creative),,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
PB.004,vendor2613,PD. KIJANG MAS,,,FALSE,TRUE,,,,022-4235079 / 022-4238779,,,,"Jl Hariang Banga 6, Taman Sari",,,,,,Net 14 Days
PB.005,vendor2614,NY. LIEM,,,FALSE,TRUE,,,,022-4205278,,,,Jalan Naripan No.52,,,,,,Immediate
PB.003,vendor2615,PD. SEJATI,,,FALSE,TRUE,,,,022-4201760,,,,"Kebon Jeruk, Andir",,,,,,After Delivery
PB.006,vendor2616,PT. PURATOS INDONESIA,,,FALSE,TRUE,,,,022-7511067,,,,"JL. Batununggal Indah, No. 1-22",,,,,,Net 14 Days
PB.002,vendor2617,PD. MANDIRI,,,FALSE,TRUE,,,,022-4245703,,,,PSR. BARU BASEMENT I LOS S. 12 R,,,,,,Net 14 Days
PB.008,vendor2618,PT. BANDUNG KULINA UTAMA,,,FALSE,TRUE,,,,022-7535191,,,,"Jl. Gede Bage Selatan No.88, Cinambo",,,,,,Net 14 Days
PB.009,vendor2619,PD. SENTOSA,,,FALSE,TRUE,,,,022-542583,,,,JL. Kopo Jaya 10,,,,,,Net 30 Days
ZS.445,vendor2620,YONO KONVEKSI (denim),,,FALSE,TRUE,yono.ys77@gmail.com,,,82118479398,,,,JL PASIR IMPUN BARAT NO 50,,,,,,Net 30 Days
ZS.269,vendor2621,PT. Kahar Duta Sarana,,,FALSE,TRUE,,,,,,,,Jl Raya Poncol No. 10 Susukan Ciracas,,,,,,Net 30 Days
GV.016,vendor2622,Moikmo Opoi (torch),,,FALSE,TRUE,,,,,816609761,,,Jl. Kopo Cirangrang,,,,,,Net 30 Days
GV.015,vendor2623,Asep Ciwidey (torch),,,FALSE,TRUE,,,,,81320382901,,,Jl. Panyocokan Km 2 No 10 Ciwidey,,,,,,Net 30 Days
GV.002,vendor2624,Jelajah (torch),,,FALSE,TRUE,"lalanjaelani45@gmail.com/jelajahindustry@gmail,com",,,,82115431839,,,Jl Gandasari RT03 RW 06,,,,,,Net 14 Days
GV.020,vendor2625,CV. Dunia Sandang (torch),,,FALSE,TRUE,,,,,81320628179,,,Jalan Pasir Koja No.250,,,,,,Net 7 Days
GV.001,vendor2626,CV.South Legend (torch),,,FALSE,TRUE,ab.ney@yahoo.com,,,,82214799813,,,Kp Tanjung Rt4/rw 6 Desa Tanjungsari Kec Cangkuang Banjaran,,,,,,Net 14 Days
GV.023,vendor2627,GRAFISINDO ABADI P (torch),,,FALSE,TRUE,,,,022 2019007,022 91200143,,,Jl Gunung Batu Dalam No 43,,,,,,Net 7 Days
SPL-0000160,vendor2628,Kita Cell Sulisindo,,,FALSE,TRUE,,,,7318918,,,,Jl. Deme 89 Bandung 40273,,,,,,Net 14 Days
GV.008,vendor2629,CV. Karya Abadi Utama (torch),,,FALSE,TRUE,cv.karya.abadi.utama72@gmail.com,,,92671957,81809436136,,,Jl Raya Citapen Rt.01 Rw.02 Desa Citapen Kec Cihampelas,,,,,,Net 21 Days
GV.004,vendor2630,Luciana (torch),,,FALSE,TRUE,lucianaayriati@yahoo.com,,,2015070/fax 2002844,8122177171,,,Jl Babakan Jeruk I No 35,,,,,,Net 45 Days
GV.007,vendor2631,M W E (torch),,,FALSE,TRUE,rully2958@yahoo.com,,,87805059,8562200517,,,Jl. Babakan Ciamis No 96/1B,,,,,,Net 14 Days
GV.019,vendor2632,PT.Cipta Bersama (torch),,,FALSE,TRUE,,,,021 82609423,,,,Jl Jampang No.10 Jatimulya Bekasi Timur,,,,,,Net 30 Days
GV.009,vendor2633,Rever (torch),,,FALSE,TRUE,rever.idn@gmail.com,,,7313275+fax,89508045515,,,Jl Matraman No 12,,,,,,Net 30 Days
M0050,vendor2634,DENI LGM,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 14 Days
ZS.543,vendor2635,DAFANA COLLECTION (zoya Cosmetics),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 14 Days
GV.022,vendor2636,Tony Hartanto (torch),,,FALSE,TRUE,,,,,81313199473,,,Jl Terusan Gatot Subroto Gg H Kasim No 46,,,,,,Net 14 Days
ZS 123,vendor2637,PT GUNA MITRA PRIMA (Mezora),,,FALSE,TRUE,,,,,,,,JL JOYODIKROMO NO 4,,,,,,Net 30 Days
M0049,vendor2638,Dwi LGM,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 14 Days
M0051,vendor2639,RIZAL LGM,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 30 Days
ZS.268,vendor2640,Kado Kado,,,FALSE,TRUE,,,,,,,,Jl Sultan Tirtayasa,,,,,,Net 75 Days
ZS 365,vendor2641,PT Sinar Gamma Textile (Zoya),,,FALSE,TRUE,,,,,81318925920,,,"Jln Raya Caringin No.439 H, Bandung, West Java 40224, Indonesia",,,,,,Net 14 Days
ZS.765,vendor2642,TONY WIJAJA (Mezora),,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
GS.007 (TORCH),vendor2643,PT Fajarindo (TORCH),,,FALSE,TRUE,,,,021 6190016,81905552403,,,Jl Faliman Jaya Daan Mogot KM 19 Tangerang,,,,,,Net 30 Days
ZS.560,vendor2644,Tomy Pratomo Indrawijaya (Zoya Jeans),,,FALSE,TRUE,,,,82315005607,89606967810,,,Balendah Bandung,,,,,,Net 30 Days
ZV.340,vendor2645,Chanelly (Mezora),,,FALSE,TRUE,erick.tjioe@yahoo.com,,,4320149,811220190,,,Jl.melong 24 Kel. Cikawao Kec.lengkon Rt 02/03,,,,,,Net 21 Days
ZS.562,vendor2646,MA Textile (mezora),,,FALSE,TRUE,,,,,81214633,,,Komp Taman Kopo Indah 3 Blok A22/32,,,,,,Net 30 Days
PB.016,vendor2647,PD. ARUM,,,FALSE,TRUE,,,,022-4204400,,,,JL KALIPAH APO,,,,,,Net 14 Days
PB.014,vendor2648,PT. AGRONESIA DIVISI SARIPETOJO,,,FALSE,TRUE,,,,022-4202548 / 4224896,,,,"Babakan Ciamis, Sumurbandung",,,,,,
PB.013,vendor2649,PT. LIMAS RAGA INTI,,,FALSE,TRUE,,,,022-7300125,,,,"Jl. Emong No.21, Lengkong",,,,,,After Delivery
ZS.549,vendor2650,DAFANA COLLECTION (Zoya Jeans),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Immediate
PB.017,vendor2651,PD. ABADI,,,FALSE,TRUE,,,,022-4233781,,,,JL. GARDU JATI NO 5,,,,,,Immediate
PB.022,vendor2652,PASAR ANDIR,,,FALSE,TRUE,,,,,,,,Jl. Jenderal Sudirman,,,,,,Immediate
PB.015,vendor2653,PT. ATLAS,,,FALSE,TRUE,,,,022-7563044,,,,Jl. Soekarno-Hatta No.560,,,,,,Net 14 Days
PB.024,vendor2654,PASAR BALUBUR,,,FALSE,TRUE,,,,,,,,Jl. Taman Sari No.3,,,,,,Net 14 Days
PB.021,vendor2655,PASAR CIROYOM,,,FALSE,TRUE,,,,,,,,Jl. Ciroyom Blok B3,,,,,,Immediate
PB.023,vendor2656,PASAR SEDERHANA,,,FALSE,TRUE,,,,,,,,"Jl. Jurang No.1, Sukajadi",,,,,,Net 14 Days
M0043,vendor2657,Aris,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 14 Days
PB.019,vendor2658,PT. SUKANDA JAYA,,,FALSE,TRUE,,,,,,,,JALAN CIHANJUANG BANDUNG,,,,,,Net 30 Days
PB.029,vendor2659,LAKSANA MAKMUR,,,FALSE,TRUE,,,,92439928,85103066098,,,JL. CIBADAK NO. 87,,,,,,Net 30 Days
PB.030,vendor2660,DUNIA BUAH BUAHAN,,,FALSE,TRUE,,,,7318585,,,,JL. PELAJAR PEJUANG 45 NO. 14,,,,,,Net 30 Days
PB.032,vendor2661,SUPERMARKET SETIABUDHI,,,FALSE,TRUE,,,,222035000,,,,JL. DR. SETIABUDHI NO. 46,,,,,,Net 14 Days
PB.031,vendor2662,PT. MULIA RAYA PRIMA,,,FALSE,TRUE,,,,,,,,JL. KAWALUYAAN NO. 7,,,,,,Net 14 Days
SPL-0000163,vendor2663,Dahlia,,,FALSE,TRUE,,,,88218214678,89665168438,,,"Kp. Lapang RT.005 RW. 003 No. 38, Kel. Desa Sariwangi, Kec.Parongpong. Kab. Bandung Barat",,,,,,After Delivery
PB.033,vendor2664,DILAMO,,,FALSE,TRUE,,,,022 7301001,,,,JL. MASKUMAMBANG NO. 35,,,,,,Net 30 Days
SPL-0000174,vendor2665,Nusantara Jaya Sentosa,,,FALSE,TRUE,,,,,,,,Jl. Ir. H. Juanda (Dago) No. 75 Bandung,,,,,,Net 14 Days
PB.036,vendor2666,PT.TIRTA UTAMA ABADI ( DEPO METRO ),,,FALSE,TRUE,,,,,81222828910,,,JL. SOEKARNO HATTA NO. 608,,,,,,Net 14 Days
GS.001,vendor2667,PT Indonesia Taroko Textile (TORCH),,,FALSE,TRUE,sorta@taroko.co.id,,,0264 206481,81315089596,,,Jl Ubrug Desa Kembang Kuning PO Box 23 Purwakarta 41101,,,,,,Net 14 Days
VMZR27,vendor2668,PANCA NARENDRA (MEZORA),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 14 Days
ZS.443,vendor2669,ANDRY BARLIAN (ZHE),,,FALSE,TRUE,elis.yuliansari@gmail.com,,,,8122309150,,,RUKO TOWN PALACE NO.3A,,,,,,Net 14 Days
GV.012,vendor2670,Bintang Mulia Prima (torch),,,FALSE,TRUE,md@bintangmuliaprima.com,,,6037645/fx:6037645,,,,Komplek Sumbersari Indah Jl Sumber Asih Kav 32-1,,,,,,After Delivery
GV.006,vendor2671,Chanelly (torch),,,FALSE,TRUE,erick.tjioe@yahoo.com,,,4230149/fax:4211675,811220190,,,Jl Melong 24 Kel Cikawao Kec Lengkong Rt002/003,,,,,,Net 75 Days
ZS.767,vendor2672,LUKITEX (ZOYA JEANS),,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
ZS.350,vendor2673,PUTRA NAGATAMA (ZOYA),,,FALSE,TRUE,,,,O216907106,8161385726,,,JL. KH WAHID HASYIM NO. 165,,,,,,Net 14 Days
VEC001,vendor2674,CEKADE PRINTING (EC),,,FALSE,TRUE,cekadeprint@gmail.com,,,85240612,,,,Indrayasa No. 100 Ruko Komp. Istana Mekar Wangi,,,,,,Net 60 Days
GV.013,vendor2675,CV. Desyntetic Panca Matra (torch),,,FALSE,TRUE,,,,,87825661218,,,Jl. Cikutra Baru XIV No 14,,,,,,Net 30 Days
ZS.551,vendor2676,PT. HIAPTEX BERSAUDARA (MZR),,,FALSE,TRUE,,,,,,,,JL.SETRASARI MAL C3/91,,,,,,Net 14 Days
ZS.446,vendor2677,PEMUDA TEXTILE (MZR),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
ZS.449,vendor2678,LUKITEX (MZR),,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
SV.211,vendor2679,REVER (SLP),,,FALSE,TRUE,,,,81222673528,81222673528,,,Jl.Matraman No.12,,,,,,Net 14 Days
ZS.553,vendor2680,LUKITEX (ZHE),,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
ZS.440,vendor2681,HUNG HUNG (ZHE),,,FALSE,TRUE,,,,,,,,Kings Lt 12,,,,,,Net 7 Days
SS.446,vendor2682,Sendra Batik (SLP),,,FALSE,TRUE,,,,,,,,Solo,,,,,,After Delivery
SS.503,vendor2683,HEGARMANAH LESTARI TRADING (SLP),,,FALSE,TRUE,,,,,,,,JL.ARUNA NO.15,,,,,,Immediate
M0045,vendor2684,Ibu Ingeu,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
ZK0021,vendor2685,SUGA AKSARA (KOSMETIK),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,After Delivery
SS.455,vendor2686,Putra Nagatama ( SLP ),,,FALSE,TRUE,,,,216907106,08161385726/,,,JL. KH WAHID HASYIM NO. 165A,,,,,,Net 14 Days
SS.433,vendor2687,PT. Wibowo Artha Kurnia ( SLP ),,,FALSE,TRUE,,,,,,,,Jl. Mekar Agung No. 46,,,,,,After Delivery
SS.450,vendor2688,UMI KALSUM  ( SLP ),,,FALSE,TRUE,,,,8156725283,,,,Toko Bintang Leo B72 Darurat KLewer,,,,,,After Delivery
ZS.552,vendor2689,ADETEX-LC (MZR),,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
VZHE01,vendor2690,ENTIN (ZHE),,,FALSE,TRUE,,,,22.7232154,,,,BANDUNG,,,,,,Net 14 Days
SS.504,vendor2691,DHARMA WIJAYA (SLP),,,FALSE,TRUE,,,,,87877456286,,,Ruko Alam Sutra Jalur Sutra Blok 22 D - Kharisma Property Lantai 3,,,,,,After Delivery
ZS 443,vendor2692,Putera Nagatama,,,FALSE,TRUE,,,,(021)3907122,,,,Jln. KH Wahid Hasyim No 165A,,,,,,Net 14 Days
SPL-0000143,vendor2693,Gencar Kreasi,,,FALSE,TRUE,,,,2516737,8562131107,,,"Jl. Cisitu Indah VI, Kampung Pdai, D11- Bandung",,,,,,Net 30 Days
ZS.448,vendor2694,LUKITEX (MZR),,,FALSE,TRUE,,,,,,,,JL. CIWASTRA NO. 295 BANDUNG,,,,,,Immediate
ZS.554,vendor2695,LA FEMME (MEZORA),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
SS.555,vendor2696,Aneka Ragam Sandang Makmur (ENCYCLO),,,FALSE,TRUE,,,,,,,,Komp. Town Place A3 Baros-Cimahi,,,,,,Net 30 Days
SS.452,vendor2697,PT Berlian Indo Pasifik ( SLP ),,,FALSE,TRUE,udberlian@yahoo.com,,,"031-3815008,5009,5007",81977798224,,,Jl. Kenjeran No. 518-520,,,,,,Net 60 Days
SS.558,vendor2698,CV. DAMAI (SLP),,,FALSE,TRUE,,,,022-4222382,853561000,,,JL. DULATIF NO.66 E BANDUNG,,,,,,Net 30 Days
SS.500,vendor2699,UD.BERLIAN TEX (slp),,,FALSE,TRUE,,,,031-518520,,,,JL. KENJERAN NO.518-520,,,,,,Net 30 Days
PB.035,vendor2700,PABRIK KOPI AROMA,,,FALSE,TRUE,,,,4230473,,,,Jl.bancey No 51,,,,,,Net 7 Days
SS.557,vendor2701,MAHAVEER (SLP),,,FALSE,TRUE,,,,,,,,Ruko Taxtile Mangga 2 Blok E I No. 11,,,,,,Net 14 Days
PB.010,vendor2702,CV. BAGUS,,,FALSE,TRUE,,,,022-7332008,,,,JL. Kawaluyaan No. 12,,,,,,Net 30 Days
PB.011,vendor2703,PT. AROMA JAYA,,,FALSE,TRUE,,,,022-5592159,,,,Jl Raya Perancis Pergudangan Kosambi Permai Bl A/9,,,,,,Immediate
PB.012,vendor2704,CV. PERMATA SEJATI,,,FALSE,TRUE,,,,022-5220463 / 5209080,,,,"Jl Sriwijaya 109, Ancol, Regol",,,,,,Net 14 Days
SMT 00005,vendor2705,PT. PUTRA PILIHAN/ PUTERA PRATAMA PERSADA (ZOYA),,,FALSE,TRUE,,,,022-5225059,,,,PT.PUTRA PILIHAN (ZOYA),,,,,,Net 14 Days
ZS.216,vendor2706,PT RAPID PLAST (COSM),,,FALSE,TRUE,,,,,,,,YOGA KARTIKA,,,,,,Net 14 Days
PB.018,vendor2707,PD. JAYA MAKMUR,,,FALSE,TRUE,,,,,,,,JALAN CIBADAK BANDUNG,,,,,,Net 30 Days
PB.020,vendor2708,CV. KARINDO JAYA,,,FALSE,TRUE,,,,,,,,JL INGGIT GANARSIH,,,,,,Net 21 Days
SPL-0000157,vendor2709,CV.Plasindo,,,FALSE,TRUE,,,,,,,,Komp.kota Baru Jl.raflesia No.92 Cibaduyut Bandung,,,,,,Net 30 Days
M0079,vendor2710,TARGO (mezora),,,FALSE,TRUE,,,,,87786383589,,,GG NATA KIARA CONDONG,,,,,,Net 14 Days
PB.028,vendor2711,LOTTE MART,,,FALSE,TRUE,,,,,,,,"JL. SOEKARNO HATTA NO. 646, CIPAMOKOLAN",,,,,,Net 14 Days
M0070,vendor2712,Pasar Baru ( Lgm ),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 7 Days
ZY01,vendor2713,PT.JMK (bu Siska),,,FALSE,TRUE,,,,,,,,Melong,,,,,,Net 14 Days
MZR14,vendor2714,Tiara Arta Kurnia (bu Siska Mezora),,,FALSE,TRUE,,,,,,,,Melong No 42,,,,,,Net 14 Days
ZS.912,vendor2715,PT SIPATEX,,,FALSE,TRUE,,,,022 730 2999,,,,Jl Putri No 6,,,,,,Net 14 Days
SS.556,vendor2716,NOVA JAYA KURNIA (SLP),,,FALSE,TRUE,,,,022-2008890,,,,KOMP. GEGERKALONG RESIDENCE BLOK C NO.6,,,,,,Immediate
SMT 00078,vendor2717,LUCKY THENNAWIJAYA (ZOYA),,,FALSE,TRUE,,,,,,,,BOUGENVILLE BLOK A NO.11,,,,,,Net 14 Days
SPL-0000175,vendor2718,Nissan,,,FALSE,TRUE,,,,022 603 0220,,,,"JL. Abdul Rahman Saleh, No. 32, Bandung",,,,,,Net 30 Days
MZR 00078,vendor2719,LUCKY THENNAWIJAYA (MEZORA),,,FALSE,TRUE,,,,,,,,BOUGENVILLE BLOK A NO.11,,,,,,Net 60 Days
SS.413,vendor2720,PT INTI DAYA MANDIRI PRATAMA (eNCYCLO),,,FALSE,TRUE,elis.yuliansari@gmail.com,,,022 6034918 / 022 6036379,,,,JL. PARALON 1 NO 20,,,,,,Net 60 Days
Z00024,vendor2721,KK GARMENT (P RUSLI) SMT,,,FALSE,TRUE,,,,5430430,89656433648,,,Jl. Makam Caringin No. 86,,,,,,After Delivery
SV.169,vendor2722,CEKADE (SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 14 Days
ZS.276,vendor2723,Way-Joy International Trading,,,FALSE,TRUE,,,,,,,,"Zhenbei Village, Simen Town",,,,,,Immediate
ZS. 529,vendor2724,Sahabat Konveksi (Zoya Jeans),,,FALSE,TRUE,,,,,82295473419,,,Bandung,,,,,,Net 30 Days
ZS.509,vendor2725,Multi Renda (Mezora),,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
SPL-0000116,vendor2726,Putra Tenda,,,FALSE,TRUE,,,,6061199,,,,"Jl.trowulan 2 Blok T No 2komplek Parmindo ,cimahi,Bandung",,,,,,Net 21 Days
GV.055,vendor2727,Fajar/Dikdik,,,FALSE,TRUE,,,,,,,,Kompleks Permata Biru,,,,,,Net 30 Days
PB.048,vendor2728,PT.FORMISA INTERNASIONAL,,,FALSE,TRUE,0,,,0,,,,JL.PROF.DR.LATUMENTEN NO 29/29 A,,,,,,Net 21 Days
LS.0021,vendor2729,INGE (La Grande),,,FALSE,TRUE,,,,,8122336219,,,Jl.Sangkuriang No 58,,,,,,Net 30 Days
M0077,vendor2730,Rima,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 14 Days
SS.353,vendor2731,SETIA KAWAN SEJATI (EC),,,FALSE,TRUE,,,,022-87785055,,,,RACHMAN,,,,,,Net 14 Days
V0197,vendor2732,Odang,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 14 Days
ZS.945,vendor2733,PT Leuwijaya Utama Textile (SMT),,,FALSE,TRUE,,,,022 6032710,,,,"Jl Cibaligo Km 1,75 Leuwigajah Cimahi",,,,,,Net 30 Days
ZS.258,vendor2734,PT. PERIGI PUTRA SENTOSA,,,FALSE,TRUE,,,,,,,,"Palem Ratu Raya, Palem Semi â€"" Karawaci                                                                                              Kp. Bencongan Rt 02/01 Curug Tangerang",,,,,,Immediate
VLGM,vendor2735,HASAN GOZALI (LGM),,,FALSE,TRUE,,,,,81910184269,,,JL.CARINGIN GG LUMBUNG 1,,,,,,Net 14 Days
EC00005,vendor2736,Bandung Laundry (EC),,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
VMZR20,vendor2737,SITI J (MEZORA),,,FALSE,TRUE,,,,22.92763141,,,,BANDUNG,,,,,,Net 14 Days
SS.396,vendor2738,MORO ASIH ( SLP ),,,FALSE,TRUE,,,,0271-645314,81804488445,,,Jl. Sampangan RT.02 RW.19,,,,,,After Delivery
M00023,vendor2739,Bandung Laundry (Mezora),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
SPL-000073,vendor2740,PT.Star Media Cipta Karya,,,FALSE,TRUE,,,,,,,,"Ruko Holis Regency, BlokM No.7 Bandung",,,,,,Net 14 Days
SS.560,vendor2741,WIJAYA ABADI TEXTILE (SLP),,,FALSE,TRUE,wijayaabaditex@gmail.com,,,,85956550400,,,RUKO SOMMERVILE NO.41 TAMAN KOPO INDAH 5,,,,,,Net 14 Days
PB.076,vendor2742,PT. Adyaceda Amandelis,,,FALSE,TRUE,adyacedabdg@yahoo.com,,,022-5421387,"081223458016,",,,Jl. Sadang Rahayu Blok E9No.39,,,,,,After Delivery
GS.003,vendor2743,King Button (torch),,,FALSE,TRUE,kopo@kingbutton.asia,,,70343333/ 5406880,,,,Komp.taman Kopo Indah 1 Blok J No 2,,,,,,Net 21 Days
SS.507,vendor2744,TARYONO(SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 14 Days
MZR 00025,vendor2745,NIKEN AJENG (MEZORA),,,FALSE,TRUE,,,,,,,,GRAHA BINTARO GR. 37 NO. 16,,,,,,Net 60 Days
SMT 00045,vendor2746,NIKEN AJENG (ZOYA),,,FALSE,TRUE,,,,,,,,GRAHA BINTARO GR.37 NO.16,,,,,,Net 7 Days
SMT 00046,vendor2747,RUSLI RUDI (ZOYA),,,FALSE,TRUE,,,,,,,,"CIGENDING, UJUNGBERUNG",,,,,,Net 14 Days
SS.563,vendor2748,PT. NAGASAKTI,,,FALSE,TRUE,,,,,,,,JL. Gg. BURUNG NO 26. PINTU KECIL - JAKARTA BARAT,,,,,,Net 14 Days
MZR 00026,vendor2749,RUSLI RUDI (MEZORA),,,FALSE,TRUE,,,,,,,,"CIGENDING, UJUNGBERUNG",,,,,,Net 14 Days
ZS.3109,vendor2750,PT.JAYA MITRA KURNIA (ZOYA),,,FALSE,TRUE,,,,,8962122889,,,BANDUNG,,,,,,Net 30 Days
ZS.768,vendor2751,PT. CENTRAL GEORGETTE NUSANTARA (ZHE),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
SS.508,vendor2752,WAHID(SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 14 Days
ZS.3110,vendor2753,DUTA KREASI MANDIRI (ZOYA),,,FALSE,TRUE,,,,,82214063479,,,BANDUNG,,,,,,Net 30 Days
M0061,vendor2754,Heri (LGM),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 14 Days
M0062,vendor2755,Rusli (lgm),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Immediate
MZR10,vendor2756,Rudi Pradipta (taco Jkt),,,FALSE,TRUE,,,,8129717133,,,,Tanah Pasir 2 No 17-18 Jakarta,,,,,,Net 14 Days
ZS.0587,vendor2757,SHENIA FASHION (YORDAN) ZOYA JEANS,,,FALSE,TRUE,,,,,89690989286,,,TAMAN HOLIS INDAH BLOK F1 NO 25,,,,,,Net 14 Days
ZS.0588,vendor2758,RUWADI EKO LARAS (ZOYA JEANS),,,FALSE,TRUE,,,,,89606967810,,,BALEENDAH,,,,,,Net 45 Days
TK 21,vendor2759,Toko 21,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
SPL-000092,vendor2760,Yupiter,,,FALSE,TRUE,,,,818850518,fax 6122479,,,Mangga Dua,,,,,,Net 14 Days
PB.042,vendor2761,PT.PURATOS INDONESIA Cash (X),,,FALSE,TRUE,,,,,,,,,,,,,,Net 7 Days
PB.041,vendor2762,Saripetejo (x),,,FALSE,TRUE,0,,,0,0,,,0,,,,,,Immediate
MDC_,vendor2763,Midah Collection (FAMOS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,Immediate
ZS 438,vendor2764,MOHAMMAD RUSTANDI (ZOYA),,,FALSE,TRUE,,,,87825900568,81395445424,,,JL H.ALPI No 68 Rt/Rw 07/08 Kelurhan Cibuntu Kec Bandung Kulon,,,,,,Net 14 Days
PB5.043 ( X ),vendor2765,X-Taste Product,,,FALSE,TRUE,,,,,,,,Jl Dadali No 14 Bandung 40184,,,,,,Immediate
ZS 825,vendor2766,PT. BINTANG SURYA SEJATI SUKSES (zoya),,,FALSE,TRUE,devie@bsss.co.id,,,021-6409339,,,,JL. GUNUNG SAHARI NO.2KOMP . MARINA MANGGA DUA NO. E-21 JAKARTA UTARA 14420,,,,,,Net 30 Days
GV.028,vendor2767,Dedi Aman Kaos (torch),,,FALSE,TRUE,,,,82219003906,,,,Jl Sukabakti Gg Mersi RT02 RW 07 No 3 Kiaracondong,,,,,,Net 30 Days
